zip,total_pop,black,pct_black
ZCTA5 43050,29264,366,0.012506834
ZCTA5 43054,27441,2250,0.081994096
ZCTA5 43055,62666,1549,0.024718348
ZCTA5 43056,18753,540,0.028795393
ZCTA5 43060,2810,22,0.007829181
ZCTA5 43061,4603,50,0.010862481
ZCTA5 43062,29241,2032,0.069491467
ZCTA5 43064,13727,234,0.017046696
ZCTA5 43065,43034,889,0.020658084
ZCTA5 43066,1202,22,0.018302829
ZCTA5 43067,1209,0,0
ZCTA5 43068,54804,15185,0.277078315
ZCTA5 43070,177,0,0
ZCTA5 43071,2070,0,0
ZCTA5 43072,5704,18,0.00315568
ZCTA5 43074,13980,286,0.020457797
ZCTA5 43076,8664,37,0.004270545
ZCTA5 43077,243,6,0.024691358
ZCTA5 43078,20347,576,0.028308842
ZCTA5 43080,5316,51,0.009593679
ZCTA5 43081,63604,6731,0.105826678
ZCTA5 43082,33961,1466,0.043167162
ZCTA5 43084,748,3,0.004010695
ZCTA5 43085,26155,2128,0.081361116
ZCTA5 43101,329,0,0
ZCTA5 43102,4480,3,0.000669643
ZCTA5 43103,11218,164,0.014619362
ZCTA5 43105,7895,36,0.004559848
ZCTA5 43106,1550,18,0.011612903
ZCTA5 43107,3323,0,0
ZCTA5 43109,77,2,0.025974026
ZCTA5 43110,39220,12685,0.323431922
ZCTA5 43111,291,0,0
ZCTA5 43112,5357,10,0.001866716
ZCTA5 43113,24526,468,0.019081791
ZCTA5 43115,1587,18,0.011342155
ZCTA5 43116,1863,6,0.003220612
ZCTA5 43117,187,0,0
ZCTA5 43119,27568,1747,0.063370575
ZCTA5 43123,65577,3459,0.052747152
ZCTA5 43125,13350,2794,0.20928839
ZCTA5 43126,519,0,0
ZCTA5 43127,302,0,0
ZCTA5 43128,2519,39,0.015482334
ZCTA5 43130,61565,1593,0.025875091
ZCTA5 43135,3942,0,0
ZCTA5 43136,864,4,0.00462963
ZCTA5 43137,2387,95,0.039798911
ZCTA5 43138,17986,98,0.005448682
ZCTA5 43140,24467,2508,0.102505415
ZCTA5 43142,108,0,0
ZCTA5 43143,5660,56,0.009893993
ZCTA5 43144,361,2,0.005540166
ZCTA5 43145,2138,16,0.00748363
ZCTA5 43146,12683,1281,0.10100134
ZCTA5 43147,41530,6092,0.14668914
ZCTA5 43148,2359,30,0.012717253
ZCTA5 43149,2293,0,0
ZCTA5 43150,2164,3,0.001386322
ZCTA5 43151,382,0,0
ZCTA5 43152,782,0,0
ZCTA5 43153,842,1,0.001187648
ZCTA5 43154,3858,0,0
ZCTA5 43155,2672,5,0.001871257
ZCTA5 43156,177,0,0
ZCTA5 43157,630,0,0
ZCTA5 43158,346,0,0
ZCTA5 43160,21802,559,0.02563985
ZCTA5 43162,7225,0,0
ZCTA5 43164,2371,20,0.008435259
ZCTA5 43201,34232,4389,0.128213368
ZCTA5 43202,20528,1301,0.063376851
ZCTA5 43203,8014,5350,0.667581732
ZCTA5 43204,42796,5933,0.138634452
ZCTA5 43205,12739,6877,0.539838292
ZCTA5 43206,22680,9563,0.42164903
ZCTA5 43207,46717,11282,0.241496671
ZCTA5 43209,28541,7407,0.25952139
ZCTA5 43210,12470,805,0.064554932
ZCTA5 43211,23162,14075,0.607676366
ZCTA5 43212,21959,721,0.032833918
ZCTA5 43213,33130,15356,0.463507395
ZCTA5 43214,26293,1280,0.048682159
ZCTA5 43215,15291,1837,0.120136028
ZCTA5 43217,2207,386,0.174898052
ZCTA5 43219,31078,21985,0.707413604
ZCTA5 43220,27412,1396,0.050926601
ZCTA5 43221,33442,711,0.02126069
ZCTA5 43222,4417,897,0.203079013
ZCTA5 43223,26754,5846,0.218509382
ZCTA5 43224,44624,18894,0.423404446
ZCTA5 43227,24518,15667,0.638999918
ZCTA5 43228,56139,10160,0.180979355
ZCTA5 43229,54632,23152,0.423780934
ZCTA5 43230,59111,10698,0.180981543
ZCTA5 43231,22393,9835,0.43919975
ZCTA5 43232,47235,27711,0.586662433
ZCTA5 43235,43356,2752,0.06347449
ZCTA5 43240,4411,364,0.08252097
ZCTA5 43302,54650,3708,0.067849954
ZCTA5 43310,2811,3,0.001067236
ZCTA5 43311,18919,718,0.037951266
ZCTA5 43314,3032,0,0
ZCTA5 43315,7668,108,0.014084507
ZCTA5 43316,5856,0,0
ZCTA5 43317,180,2,0.011111111
ZCTA5 43318,3738,15,0.004012841
ZCTA5 43319,943,25,0.026511135
ZCTA5 43320,1302,4,0.003072197
ZCTA5 43321,302,0,0
ZCTA5 43322,336,0,0
ZCTA5 43323,699,14,0.020028612
ZCTA5 43324,3007,0,0
ZCTA5 43326,13833,42,0.003036218
ZCTA5 43330,96,0,0
ZCTA5 43331,4446,2,0.000449843
ZCTA5 43332,1356,0,0
ZCTA5 43333,935,7,0.007486631
ZCTA5 43334,6337,22,0.003471674
ZCTA5 43336,0,0,#DIV/0!
ZCTA5 43337,1060,2,0.001886792
ZCTA5 43338,9938,56,0.005634937
ZCTA5 43340,2101,0,0
ZCTA5 43341,915,0,0
ZCTA5 43342,2862,4,0.001397624
ZCTA5 43343,1085,0,0
ZCTA5 43344,6052,8,0.001321877
ZCTA5 43345,847,16,0.018890201
ZCTA5 43347,1492,14,0.009383378
ZCTA5 43348,1759,0,0
ZCTA5 43351,10056,4,0.000397772
ZCTA5 43356,1137,0,0
ZCTA5 43357,3825,12,0.003137255
ZCTA5 43358,2771,0,0
ZCTA5 43359,742,0,0
ZCTA5 43360,1617,0,0
ZCTA5 43402,32169,1400,0.043520159
ZCTA5 43403,5374,615,0.114439896
ZCTA5 43406,1830,7,0.003825137
ZCTA5 43407,605,12,0.019834711
ZCTA5 43408,294,1,0.003401361
ZCTA5 43410,9950,24,0.00241206
ZCTA5 43412,4162,11,0.00264296
ZCTA5 43413,1309,0,0
ZCTA5 43416,3150,23,0.007301587
ZCTA5 43420,29711,1589,0.053481875
ZCTA5 43430,4246,15,0.003532737
ZCTA5 43431,4724,21,0.004445385
ZCTA5 43432,1309,0,0
ZCTA5 43433,72,0,0
ZCTA5 43434,59,0,0
ZCTA5 43435,1358,10,0.00736377
ZCTA5 43437,668,0,0
ZCTA5 43438,236,0,0
ZCTA5 43439,55,0,0
ZCTA5 43440,4556,18,0.003950834
ZCTA5 43442,1083,17,0.015697138
ZCTA5 43443,1806,0,0
ZCTA5 43445,1270,0,0
ZCTA5 43446,73,6,0.082191781
ZCTA5 43447,3498,128,0.036592338
ZCTA5 43449,8246,66,0.008003881
ZCTA5 43450,3673,41,0.011162537
ZCTA5 43451,1246,42,0.033707865
ZCTA5 43452,13757,352,0.025586974
ZCTA5 43456,399,6,0.015037594
ZCTA5 43457,1490,1,0.000671141
ZCTA5 43458,385,0,0
ZCTA5 43460,6471,63,0.009735744
ZCTA5 43462,1112,0,0
ZCTA5 43463,68,0,0
ZCTA5 43464,1295,17,0.013127413
ZCTA5 43465,5463,457,0.08365367
ZCTA5 43466,2110,13,0.006161137
ZCTA5 43467,111,0,0
ZCTA5 43468,402,10,0.024875622
ZCTA5 43469,3220,43,0.013354037
ZCTA5 43501,980,0,0
ZCTA5 43502,6532,47,0.007195346
ZCTA5 43504,1181,5,0.0042337
ZCTA5 43505,88,0,0
ZCTA5 43506,14088,81,0.005749574
ZCTA5 43511,1239,0,0
ZCTA5 43512,28109,648,0.023053115
ZCTA5 43515,8254,30,0.003634601
ZCTA5 43516,2986,16,0.005358339
ZCTA5 43517,4012,16,0.003988036
ZCTA5 43518,2657,4,0.001505457
ZCTA5 43519,269,0,0
ZCTA5 43521,2832,8,0.002824859
ZCTA5 43522,3466,5,0.001442585
ZCTA5 43523,19,0,0
ZCTA5 43524,1179,0,0
ZCTA5 43525,1186,20,0.016863406
ZCTA5 43526,5875,18,0.00306383
ZCTA5 43527,1947,0,0
ZCTA5 43528,16022,1939,0.121021096
ZCTA5 43529,306,24,0.078431373
ZCTA5 43531,326,0,0
ZCTA5 43532,4286,44,0.010265982
ZCTA5 43533,1525,3,0.001967213
ZCTA5 43534,1681,5,0.00297442
ZCTA5 43535,673,0,0
ZCTA5 43536,73,0,0
ZCTA5 43537,27145,837,0.030834408
ZCTA5 43540,1384,0,0
ZCTA5 43541,157,0,0
ZCTA5 43542,3779,74,0.0195819
ZCTA5 43543,7697,15,0.001948811
ZCTA5 43545,13972,187,0.013383911
ZCTA5 43547,307,0,0
ZCTA5 43548,693,0,0
ZCTA5 43549,1410,0,0
ZCTA5 43551,39094,506,0.012943163
ZCTA5 43553,243,21,0.086419753
ZCTA5 43554,2326,9,0.003869304
ZCTA5 43555,147,0,0
ZCTA5 43556,1736,4,0.002304147
ZCTA5 43557,3216,270,0.083955224
ZCTA5 43558,13016,192,0.014751076
ZCTA5 43560,32238,726,0.022520007
ZCTA5 43565,457,2,0.004376368
ZCTA5 43566,7776,82,0.010545267
ZCTA5 43567,13173,24,0.001821908
ZCTA5 43569,2849,25,0.008775009
ZCTA5 43570,3194,9,0.002817783
ZCTA5 43571,7312,14,0.001914661
ZCTA5 43604,9067,5081,0.560383809
ZCTA5 43605,25610,3844,0.150097618
ZCTA5 43606,24979,7527,0.30133312
ZCTA5 43607,20854,13237,0.634746332
ZCTA5 43608,14608,8917,0.610418949
ZCTA5 43609,21601,5500,0.254617842
ZCTA5 43610,4465,3066,0.686674132
ZCTA5 43611,18241,1679,0.092045392
ZCTA5 43612,29302,5431,0.18534571
ZCTA5 43613,33170,3765,0.11350618
ZCTA5 43614,31100,5019,0.161382637
ZCTA5 43615,40658,9473,0.232992277
ZCTA5 43616,20542,447,0.021760296
ZCTA5 43617,7192,577,0.080228031
ZCTA5 43619,7386,16,0.00216626
ZCTA5 43620,5559,3265,0.587335852
ZCTA5 43623,19819,1448,0.073061204
ZCTA5 43701,55253,2493,0.045119722
ZCTA5 43711,110,0,0
ZCTA5 43713,6764,70,0.010348906
ZCTA5 43716,1952,1,0.000512295
ZCTA5 43717,155,0,0
ZCTA5 43718,2944,8,0.002717391
ZCTA5 43719,2764,4,0.001447178
ZCTA5 43720,1328,0,0
ZCTA5 43721,116,0,0
ZCTA5 43722,341,0,0
ZCTA5 43723,5202,10,0.001922338
ZCTA5 43724,9237,806,0.087257768
ZCTA5 43725,20249,386,0.01906267
ZCTA5 43727,1258,11,0.008744038
ZCTA5 43728,1506,255,0.169322709
ZCTA5 43730,2063,0,0
ZCTA5 43731,5437,0,0
ZCTA5 43732,1226,1,0.000815661
ZCTA5 43733,17,0,0
ZCTA5 43734,1694,0,0
ZCTA5 43735,440,0,0
ZCTA5 43736,54,3,0.055555556
ZCTA5 43738,200,7,0.035
ZCTA5 43739,2345,0,0
ZCTA5 43740,229,0,0
ZCTA5 43746,1494,30,0.020080321
ZCTA5 43747,840,0,0
ZCTA5 43748,2749,7,0.002546381
ZCTA5 43749,2142,0,0
ZCTA5 43750,90,0,0
ZCTA5 43754,1358,3,0.002209131
ZCTA5 43755,1762,17,0.009648127
ZCTA5 43756,4669,207,0.044334975
ZCTA5 43758,3098,256,0.082633957
ZCTA5 43759,47,0,0
ZCTA5 43760,1611,12,0.00744879
ZCTA5 43761,50,0,0
ZCTA5 43762,5769,115,0.019934131
ZCTA5 43764,8557,72,0.008414164
ZCTA5 43766,1578,24,0.015209125
ZCTA5 43767,856,12,0.014018692
ZCTA5 43768,485,5,0.010309278
ZCTA5 43771,2043,0,0
ZCTA5 43772,1867,20,0.010712373
ZCTA5 43773,3327,1,0.000300571
ZCTA5 43777,4803,10,0.002082032
ZCTA5 43778,1269,0,0
ZCTA5 43779,840,0,0
ZCTA5 43780,1723,2,0.001160766
ZCTA5 43782,676,4,0.00591716
ZCTA5 43783,5352,25,0.004671151
ZCTA5 43786,25,0,0
ZCTA5 43787,3274,3,0.00091631
ZCTA5 43788,663,0,0
ZCTA5 43793,4721,50,0.010590976
ZCTA5 43802,1173,0,0
ZCTA5 43804,3781,0,0
ZCTA5 43805,77,0,0
ZCTA5 43811,769,0,0
ZCTA5 43812,18751,401,0.021385526
ZCTA5 43821,4444,7,0.001575158
ZCTA5 43822,5316,28,0.005267118
ZCTA5 43824,4087,0,0
ZCTA5 43830,5855,58,0.009906063
ZCTA5 43832,7189,62,0.008624287
ZCTA5 43836,106,0,0
ZCTA5 43837,1979,0,0
ZCTA5 43840,1416,0,0
ZCTA5 43842,357,18,0.050420168
ZCTA5 43843,1129,0,0
ZCTA5 43844,3527,5,0.001417635
ZCTA5 43845,4696,13,0.002768313
ZCTA5 43901,1918,6,0.003128259
ZCTA5 43902,134,0,0
ZCTA5 43903,2125,0,0
ZCTA5 43905,209,0,0
ZCTA5 43906,8344,196,0.023489933
ZCTA5 43907,5514,422,0.076532463
ZCTA5 43908,1496,1,0.000668449
ZCTA5 43910,3411,20,0.005863383
ZCTA5 43912,6390,440,0.06885759
ZCTA5 43913,1479,0,0
ZCTA5 43914,277,0,0
ZCTA5 43915,1188,0,0
ZCTA5 43917,3281,101,0.030783298
ZCTA5 43920,22215,615,0.027683997
ZCTA5 43925,149,0,0
ZCTA5 43926,212,0,0
ZCTA5 43927,336,0,0
ZCTA5 43928,129,0,0
ZCTA5 43930,815,0,0
ZCTA5 43931,300,0,0
ZCTA5 43932,806,0,0
ZCTA5 43933,1791,0,0
ZCTA5 43934,444,0,0
ZCTA5 43935,8735,635,0.07269605
ZCTA5 43938,5359,40,0.007464079
ZCTA5 43939,461,6,0.013015184
ZCTA5 43940,318,0,0
ZCTA5 43942,2922,20,0.006844627
ZCTA5 43943,2997,0,0
ZCTA5 43944,2495,40,0.016032064
ZCTA5 43945,3236,46,0.01421508
ZCTA5 43946,2259,0,0
ZCTA5 43947,5310,10,0.001883239
ZCTA5 43948,587,13,0.022146508
ZCTA5 43950,16329,1236,0.075693551
ZCTA5 43951,44,0,0
ZCTA5 43952,18103,2517,0.139037729
ZCTA5 43953,11713,763,0.065141296
ZCTA5 43961,385,5,0.012987013
ZCTA5 43962,92,0,0
ZCTA5 43963,1406,12,0.008534851
ZCTA5 43964,8727,136,0.01558382
ZCTA5 43967,0,0,#DIV/0!
ZCTA5 43968,6283,184,0.029285373
ZCTA5 43970,25,0,0
ZCTA5 43971,1037,7,0.006750241
ZCTA5 43972,59,0,0
ZCTA5 43973,2383,0,0
ZCTA5 43974,78,0,0
ZCTA5 43976,1672,10,0.005980861
ZCTA5 43977,2152,19,0.008828996
ZCTA5 43983,442,0,0
ZCTA5 43985,78,0,0
ZCTA5 43986,2200,0,0
ZCTA5 43988,2389,0,0
ZCTA5 44001,21142,108,0.005108315
ZCTA5 44003,4323,69,0.015961138
ZCTA5 44004,31498,1925,0.061114991
ZCTA5 44010,1533,5,0.003261579
ZCTA5 44011,22999,1137,0.049436932
ZCTA5 44012,24030,165,0.006866417
ZCTA5 44017,18856,1208,0.064064489
ZCTA5 44021,6080,66,0.010855263
ZCTA5 44022,16551,409,0.024711498
ZCTA5 44023,17555,487,0.027741384
ZCTA5 44024,23905,305,0.012758837
ZCTA5 44026,10967,127,0.011580195
ZCTA5 44028,8938,13,0.001454464
ZCTA5 44030,16165,1051,0.065017012
ZCTA5 44032,1434,70,0.048814505
ZCTA5 44035,63333,8782,0.138663888
ZCTA5 44039,33462,754,0.022533023
ZCTA5 44040,2851,28,0.009821115
ZCTA5 44041,14399,213,0.014792694
ZCTA5 44044,15100,1718,0.113774834
ZCTA5 44045,464,6,0.012931034
ZCTA5 44046,2650,32,0.012075472
ZCTA5 44047,8661,21,0.002424662
ZCTA5 44048,2477,100,0.040371417
ZCTA5 44049,240,0,0
ZCTA5 44050,6517,22,0.003375786
ZCTA5 44052,29077,5853,0.201293118
ZCTA5 44053,19424,2208,0.113673806
ZCTA5 44054,12647,177,0.013995414
ZCTA5 44055,18839,3795,0.201443813
ZCTA5 44056,11873,1174,0.098879811
ZCTA5 44057,19486,237,0.012162578
ZCTA5 44060,60134,500,0.008314764
ZCTA5 44062,14407,111,0.007704588
ZCTA5 44064,1655,43,0.025981873
ZCTA5 44065,4554,76,0.016688625
ZCTA5 44067,20459,2040,0.099711618
ZCTA5 44070,31744,790,0.024886593
ZCTA5 44072,4422,3,0.000678426
ZCTA5 44074,11487,1371,0.119352311
ZCTA5 44076,5018,80,0.015942607
ZCTA5 44077,56579,3470,0.061330176
ZCTA5 44080,143,0,0
ZCTA5 44081,7137,47,0.0065854
ZCTA5 44082,2690,0,0
ZCTA5 44084,3454,12,0.003474233
ZCTA5 44085,3560,34,0.009550562
ZCTA5 44086,2381,18,0.007559849
ZCTA5 44087,20845,3666,0.175869513
ZCTA5 44089,15672,146,0.009315978
ZCTA5 44090,12096,21,0.001736111
ZCTA5 44092,16812,1955,0.116285986
ZCTA5 44093,1018,0,0
ZCTA5 44094,35805,1903,0.053149002
ZCTA5 44095,33234,1829,0.055034001
ZCTA5 44099,2558,0,0
ZCTA5 44101,628,163,0.25955414
ZCTA5 44102,45906,9654,0.210299307
ZCTA5 44103,15938,12281,0.770548375
ZCTA5 44104,19814,18862,0.951953164
ZCTA5 44105,36749,26460,0.720019592
ZCTA5 44106,25309,10565,0.417440436
ZCTA5 44107,50351,2810,0.055808226
ZCTA5 44108,21250,18985,0.893411765
ZCTA5 44109,40056,5942,0.148342321
ZCTA5 44110,18355,14515,0.7907927
ZCTA5 44111,42378,6584,0.155363632
ZCTA5 44112,21666,19560,0.902797009
ZCTA5 44113,20310,5391,0.265435746
ZCTA5 44114,6896,1971,0.285817865
ZCTA5 44115,8515,5597,0.657310628
ZCTA5 44116,20239,248,0.01225357
ZCTA5 44117,9768,6974,0.713963964
ZCTA5 44118,38893,13204,0.339495539
ZCTA5 44119,13405,7224,0.538903394
ZCTA5 44120,34902,24448,0.700475617
ZCTA5 44121,32729,17439,0.532830212
ZCTA5 44122,33115,10818,0.326679752
ZCTA5 44123,17023,10275,0.603595136
ZCTA5 44124,37341,4554,0.121957098
ZCTA5 44125,27743,11012,0.396928955
ZCTA5 44126,16262,448,0.027548887
ZCTA5 44127,4226,2176,0.514907714
ZCTA5 44128,28876,26411,0.914634991
ZCTA5 44129,28592,1230,0.043019026
ZCTA5 44130,49713,2577,0.051837548
ZCTA5 44131,20422,338,0.016550779
ZCTA5 44132,13726,8082,0.588809559
ZCTA5 44133,30092,677,0.022497674
ZCTA5 44134,36580,881,0.024084199
ZCTA5 44135,27646,6359,0.230015192
ZCTA5 44136,25804,928,0.035963417
ZCTA5 44137,22538,16678,0.739994676
ZCTA5 44138,22271,330,0.014817476
ZCTA5 44139,24112,3272,0.135700066
ZCTA5 44140,15325,211,0.013768352
ZCTA5 44141,13785,565,0.04098658
ZCTA5 44142,18562,881,0.047462558
ZCTA5 44143,24085,7034,0.292048993
ZCTA5 44144,21512,2219,0.103151729
ZCTA5 44145,32275,955,0.029589466
ZCTA5 44146,29050,17885,0.615662651
ZCTA5 44147,19381,655,0.033795986
ZCTA5 44149,18930,206,0.010882198
ZCTA5 44201,6955,21,0.00301941
ZCTA5 44202,20455,695,0.033977023
ZCTA5 44203,40445,2472,0.06112004
ZCTA5 44212,44625,1048,0.023484594
ZCTA5 44214,2520,8,0.003174603
ZCTA5 44215,2209,25,0.011317338
ZCTA5 44216,9353,39,0.004169785
ZCTA5 44217,3583,0,0
ZCTA5 44221,29473,1293,0.043870661
ZCTA5 44223,17460,361,0.02067583
ZCTA5 44224,39348,2034,0.051692589
ZCTA5 44230,8502,136,0.015996236
ZCTA5 44231,8922,15,0.001681237
ZCTA5 44233,7967,5,0.000627589
ZCTA5 44234,4173,300,0.071890726
ZCTA5 44235,1894,0,0
ZCTA5 44236,25426,896,0.035239519
ZCTA5 44240,39521,2077,0.052554338
ZCTA5 44241,16487,1344,0.081518772
ZCTA5 44243,4914,696,0.141636142
ZCTA5 44250,1009,0,0
ZCTA5 44251,958,0,0
ZCTA5 44253,3094,9,0.002908856
ZCTA5 44254,5049,8,0.001584472
ZCTA5 44255,8140,85,0.01044226
ZCTA5 44256,63497,1128,0.017764619
ZCTA5 44260,13054,3,0.000229815
ZCTA5 44262,5017,0,0
ZCTA5 44264,2885,64,0.022183709
ZCTA5 44265,0,0,#DIV/0!
ZCTA5 44266,33549,1491,0.044442457
ZCTA5 44270,8711,172,0.01974515
ZCTA5 44272,5343,105,0.019651881
ZCTA5 44273,7331,60,0.008184422
ZCTA5 44274,162,1,0.00617284
ZCTA5 44275,3387,2,0.000590493
ZCTA5 44276,1899,6,0.003159558
ZCTA5 44278,17978,828,0.046056291
ZCTA5 44280,4484,13,0.002899197
ZCTA5 44281,32280,376,0.011648079
ZCTA5 44285,35,0,0
ZCTA5 44286,6126,125,0.020404832
ZCTA5 44287,7793,1,0.00012832
ZCTA5 44288,3542,71,0.020045172
ZCTA5 44301,15044,3953,0.262762563
ZCTA5 44302,4489,1731,0.385609267
ZCTA5 44303,7899,884,0.1119129
ZCTA5 44304,5018,1330,0.265045835
ZCTA5 44305,22940,4956,0.216041848
ZCTA5 44306,21711,8605,0.396342868
ZCTA5 44307,6413,5299,0.826290348
ZCTA5 44308,1110,272,0.245045045
ZCTA5 44310,26135,5798,0.221848096
ZCTA5 44311,8062,3477,0.43128256
ZCTA5 44312,31460,944,0.030006357
ZCTA5 44313,25730,6253,0.243023708
ZCTA5 44314,19014,3929,0.206637215
ZCTA5 44319,22542,478,0.021204862
ZCTA5 44320,18554,12736,0.686428802
ZCTA5 44321,15349,1486,0.096814125
ZCTA5 44333,18769,1137,0.060578614
ZCTA5 44401,2868,0,0
ZCTA5 44402,3278,0,0
ZCTA5 44403,3920,70,0.017857143
ZCTA5 44404,1583,2,0.001263424
ZCTA5 44405,7895,1784,0.225965801
ZCTA5 44406,21394,321,0.015004207
ZCTA5 44408,9654,10,0.00103584
ZCTA5 44410,16901,333,0.019702976
ZCTA5 44411,2208,0,0
ZCTA5 44412,2492,17,0.00682183
ZCTA5 44413,7176,27,0.003762542
ZCTA5 44417,1847,0,0
ZCTA5 44418,1189,11,0.009251472
ZCTA5 44420,14774,853,0.057736564
ZCTA5 44423,2495,0,0
ZCTA5 44425,14069,614,0.04364205
ZCTA5 44427,1458,0,0
ZCTA5 44428,3061,20,0.006533812
ZCTA5 44429,2629,10,0.003803728
ZCTA5 44430,4698,947,0.201575138
ZCTA5 44431,4491,0,0
ZCTA5 44432,12969,930,0.071709461
ZCTA5 44436,3796,113,0.029768177
ZCTA5 44437,4229,145,0.034287066
ZCTA5 44438,4360,59,0.01353211
ZCTA5 44439,165,0,0
ZCTA5 44440,4764,65,0.013643997
ZCTA5 44441,1803,0,0
ZCTA5 44442,3952,21,0.005313765
ZCTA5 44443,1753,0,0
ZCTA5 44444,9776,83,0.00849018
ZCTA5 44445,3610,8,0.002216066
ZCTA5 44446,20151,1090,0.054091608
ZCTA5 44449,1313,0,0
ZCTA5 44450,2014,8,0.003972195
ZCTA5 44451,2702,32,0.011843079
ZCTA5 44452,3622,54,0.01490889
ZCTA5 44454,1097,0,0
ZCTA5 44455,1699,11,0.006474397
ZCTA5 44460,25232,228,0.009036145
ZCTA5 44470,3893,19,0.004880555
ZCTA5 44471,10618,324,0.030514221
ZCTA5 44473,3287,7,0.002129601
ZCTA5 44481,9441,428,0.045334181
ZCTA5 44483,24862,2714,0.109162577
ZCTA5 44484,21347,1391,0.065161381
ZCTA5 44485,15850,6224,0.392681388
ZCTA5 44490,903,9,0.009966777
ZCTA5 44491,3462,7,0.002021953
ZCTA5 44493,56,0,0
ZCTA5 44502,9224,3647,0.395381613
ZCTA5 44503,1020,481,0.471568627
ZCTA5 44504,4787,2069,0.432212241
ZCTA5 44505,17319,7635,0.440845314
ZCTA5 44506,2853,1078,0.377847879
ZCTA5 44507,5346,3011,0.563224841
ZCTA5 44509,12370,3343,0.270250606
ZCTA5 44510,2654,1913,0.720798794
ZCTA5 44511,20199,4894,0.242289222
ZCTA5 44512,32692,2629,0.080417227
ZCTA5 44514,21737,675,0.031053043
ZCTA5 44515,26574,1980,0.074508918
ZCTA5 44601,34618,2026,0.058524467
ZCTA5 44606,8517,10,0.001174122
ZCTA5 44607,161,0,0
ZCTA5 44608,2242,0,0
ZCTA5 44609,3747,9,0.002401922
ZCTA5 44610,170,0,0
ZCTA5 44611,2056,0,0
ZCTA5 44612,5423,44,0.00811359
ZCTA5 44613,2086,17,0.008149569
ZCTA5 44614,12597,38,0.003016591
ZCTA5 44615,9662,41,0.004243428
ZCTA5 44618,6711,23,0.003427209
ZCTA5 44620,1833,15,0.008183306
ZCTA5 44621,4406,35,0.007943713
ZCTA5 44622,18112,146,0.008060954
ZCTA5 44624,5400,0,0
ZCTA5 44625,1693,21,0.012404017
ZCTA5 44626,2811,1,0.000355745
ZCTA5 44627,7177,0,0
ZCTA5 44628,832,0,0
ZCTA5 44629,2541,15,0.005903188
ZCTA5 44632,9670,80,0.008273009
ZCTA5 44633,2423,11,0.004539827
ZCTA5 44634,1847,5,0.002707093
ZCTA5 44637,3000,0,0
ZCTA5 44638,1434,0,0
ZCTA5 44640,238,0,0
ZCTA5 44641,20221,68,0.003362841
ZCTA5 44643,3949,0,0
ZCTA5 44644,4790,16,0.003340292
ZCTA5 44645,2530,18,0.007114625
ZCTA5 44646,47437,2995,0.06313637
ZCTA5 44647,18935,547,0.028888302
ZCTA5 44651,612,0,0
ZCTA5 44652,0,0,#DIV/0!
ZCTA5 44653,611,0,0
ZCTA5 44654,20348,49,0.002408099
ZCTA5 44656,2647,0,0
ZCTA5 44657,9762,81,0.00829748
ZCTA5 44659,136,0,0
ZCTA5 44661,144,0,0
ZCTA5 44662,9748,64,0.006565449
ZCTA5 44663,25305,250,0.00987947
ZCTA5 44666,2505,0,0
ZCTA5 44667,13226,138,0.010433994
ZCTA5 44669,1517,5,0.003295979
ZCTA5 44670,168,0,0
ZCTA5 44671,218,0,0
ZCTA5 44672,4761,17,0.003570678
ZCTA5 44675,1970,0,0
ZCTA5 44676,5068,0,0
ZCTA5 44677,2593,28,0.010798303
ZCTA5 44678,356,0,0
ZCTA5 44680,4401,0,0
ZCTA5 44681,8442,35,0.004145937
ZCTA5 44682,1061,11,0.010367578
ZCTA5 44683,8292,63,0.007597685
ZCTA5 44685,27941,366,0.01309903
ZCTA5 44687,293,0,0
ZCTA5 44688,2961,50,0.016886187
ZCTA5 44689,782,9,0.011508951
ZCTA5 44690,163,0,0
ZCTA5 44691,45195,1044,0.0230999
ZCTA5 44693,38,0,0
ZCTA5 44695,1560,2,0.001282051
ZCTA5 44697,183,0,0
ZCTA5 44699,756,0,0
ZCTA5 44702,925,263,0.284324324
ZCTA5 44703,8156,1838,0.225355566
ZCTA5 44704,3495,2221,0.635479256
ZCTA5 44705,19797,4781,0.241501238
ZCTA5 44706,16676,1467,0.087970736
ZCTA5 44707,8982,3052,0.339790692
ZCTA5 44708,25425,1889,0.074296952
ZCTA5 44709,19096,1591,0.083315878
ZCTA5 44710,8585,1201,0.139895166
ZCTA5 44714,8495,1731,0.203766922
ZCTA5 44718,11910,569,0.047774979
ZCTA5 44720,38810,616,0.015872198
ZCTA5 44721,14065,507,0.036046925
ZCTA5 44730,5711,141,0.024689196
ZCTA5 44802,1033,0,0
ZCTA5 44804,883,2,0.002265006
ZCTA5 44805,33290,363,0.010904175
ZCTA5 44807,2064,13,0.00629845
ZCTA5 44809,269,0,0
ZCTA5 44811,12564,33,0.002626552
ZCTA5 44813,9148,3,0.000327941
ZCTA5 44814,2894,0,0
ZCTA5 44815,607,3,0.004942339
ZCTA5 44816,24,0,0
ZCTA5 44817,1517,7,0.00461437
ZCTA5 44818,2460,0,0
ZCTA5 44820,17374,67,0.003856337
ZCTA5 44822,3124,0,0
ZCTA5 44824,4325,10,0.002312139
ZCTA5 44825,111,0,0
ZCTA5 44826,1540,0,0
ZCTA5 44827,6832,222,0.032494145
ZCTA5 44828,109,0,0
ZCTA5 44830,18888,851,0.045055061
