zip,total_pop,black,pct_black
ZCTA5 26254,189,0,0
ZCTA5 26257,1212,35,0.028877888
ZCTA5 26259,31,0,0
ZCTA5 26260,1625,6,0.003692308
ZCTA5 26261,2692,41,0.015230312
ZCTA5 26263,244,0,0
ZCTA5 26264,599,0,0
ZCTA5 26266,78,0,0
ZCTA5 26267,308,0,0
ZCTA5 26268,33,0,0
ZCTA5 26269,821,0,0
ZCTA5 26270,486,0,0
ZCTA5 26271,408,0,0
ZCTA5 26273,2084,95,0.045585413
ZCTA5 26275,548,0,0
ZCTA5 26276,324,0,0
ZCTA5 26278,622,0,0
ZCTA5 26280,1594,22,0.013801757
ZCTA5 26282,76,0,0
ZCTA5 26283,1719,86,0.050029087
ZCTA5 26285,342,0,0
ZCTA5 26287,3133,27,0.008617938
ZCTA5 26288,3273,0,0
ZCTA5 26291,176,0,0
ZCTA5 26292,636,0,0
ZCTA5 26293,596,0,0
ZCTA5 26294,883,12,0.013590034
ZCTA5 26296,106,0,0
ZCTA5 26298,95,0,0
ZCTA5 26301,28770,608,0.021133125
ZCTA5 26320,532,0,0
ZCTA5 26321,317,0,0
ZCTA5 26323,397,0,0
ZCTA5 26325,287,0,0
ZCTA5 26327,68,0,0
ZCTA5 26330,14760,154,0.010433604
ZCTA5 26335,1887,0,0
ZCTA5 26337,1369,0,0
ZCTA5 26338,821,0,0
ZCTA5 26339,299,0,0
ZCTA5 26342,195,0,0
ZCTA5 26343,250,0,0
ZCTA5 26346,768,0,0
ZCTA5 26347,2576,11,0.004270186
ZCTA5 26348,108,0,0
ZCTA5 26349,111,0,0
ZCTA5 26351,4700,940,0.2
ZCTA5 26354,10477,143,0.013648945
ZCTA5 26361,190,0,0
ZCTA5 26362,3232,0,0
ZCTA5 26366,38,0,0
ZCTA5 26369,622,67,0.107717042
ZCTA5 26372,865,0,0
ZCTA5 26374,1220,0,0
ZCTA5 26376,529,0,0
ZCTA5 26377,766,8,0.010443864
ZCTA5 26378,4199,0,0
ZCTA5 26384,695,0,0
ZCTA5 26385,4203,5,0.001189626
ZCTA5 26386,2620,7,0.002671756
ZCTA5 26404,535,106,0.198130841
ZCTA5 26405,1276,0,0
ZCTA5 26408,3158,20,0.006333122
ZCTA5 26410,1055,0,0
ZCTA5 26411,922,0,0
ZCTA5 26412,517,0,0
ZCTA5 26415,3525,134,0.038014184
ZCTA5 26416,7850,139,0.017707006
ZCTA5 26419,1055,146,0.138388626
ZCTA5 26421,120,0,0
ZCTA5 26422,576,0,0
ZCTA5 26424,202,0,0
ZCTA5 26425,912,0,0
ZCTA5 26426,7104,128,0.018018018
ZCTA5 26430,438,26,0.059360731
ZCTA5 26431,5298,22,0.00415251
ZCTA5 26435,105,0,0
ZCTA5 26436,178,0,0
ZCTA5 26437,539,0,0
ZCTA5 26438,79,0,0
ZCTA5 26440,1302,11,0.008448541
ZCTA5 26443,349,0,0
ZCTA5 26444,3706,22,0.005936319
ZCTA5 26447,1379,0,0
ZCTA5 26448,1695,0,0
ZCTA5 26451,708,0,0
ZCTA5 26452,8945,29,0.003242035
ZCTA5 26456,3846,0,0
ZCTA5 26501,22198,923,0.041580323
ZCTA5 26505,39235,1854,0.047253728
ZCTA5 26508,34056,874,0.025663613
ZCTA5 26519,2085,0,0
ZCTA5 26520,1065,0,0
ZCTA5 26521,299,0,0
ZCTA5 26525,7463,1556,0.208495243
ZCTA5 26534,2775,20,0.007207207
ZCTA5 26537,5247,122,0.023251382
ZCTA5 26541,2739,60,0.021905805
ZCTA5 26542,2486,0,0
ZCTA5 26543,353,50,0.141643059
ZCTA5 26547,2696,0,0
ZCTA5 26554,41702,1717,0.041173085
ZCTA5 26559,1216,44,0.036184211
ZCTA5 26560,171,0,0
ZCTA5 26562,379,0,0
ZCTA5 26563,437,103,0.235697941
ZCTA5 26568,701,0,0
ZCTA5 26570,3554,0,0
ZCTA5 26571,2249,93,0.041351712
ZCTA5 26572,285,0,0
ZCTA5 26574,696,43,0.061781609
ZCTA5 26575,733,0,0
ZCTA5 26576,616,0,0
ZCTA5 26581,968,0,0
ZCTA5 26582,4403,4,0.000908471
ZCTA5 26585,449,0,0
ZCTA5 26586,141,0,0
ZCTA5 26587,423,0,0
ZCTA5 26588,2591,6,0.002315708
ZCTA5 26590,520,0,0
ZCTA5 26591,1493,0,0
ZCTA5 26601,4570,51,0.011159737
ZCTA5 26610,1162,0,0
ZCTA5 26611,239,0,0
ZCTA5 26615,37,0,0
ZCTA5 26617,61,0,0
ZCTA5 26619,378,0,0
ZCTA5 26621,792,0,0
ZCTA5 26623,1103,0,0
ZCTA5 26624,2729,55,0.020153903
ZCTA5 26627,344,0,0
ZCTA5 26629,307,0,0
ZCTA5 26631,302,0,0
ZCTA5 26636,583,0,0
ZCTA5 26638,136,0,0
ZCTA5 26651,9467,173,0.018274004
ZCTA5 26656,250,0,0
ZCTA5 26660,347,0,0
ZCTA5 26662,1075,0,0
ZCTA5 26676,400,0,0
ZCTA5 26678,896,0,0
ZCTA5 26679,1889,0,0
ZCTA5 26680,338,0,0
ZCTA5 26681,1097,0,0
ZCTA5 26684,161,0,0
ZCTA5 26690,560,0,0
ZCTA5 26691,474,0,0
ZCTA5 26704,5820,10,0.001718213
ZCTA5 26705,606,0,0
ZCTA5 26707,256,21,0.08203125
ZCTA5 26710,2258,4,0.001771479
ZCTA5 26711,2942,0,0
ZCTA5 26714,422,0,0
ZCTA5 26716,728,0,0
ZCTA5 26717,869,0,0
ZCTA5 26719,3053,0,0
ZCTA5 26720,188,0,0
ZCTA5 26722,489,0,0
ZCTA5 26726,12604,658,0.052205649
ZCTA5 26731,423,0,0
ZCTA5 26739,896,0,0
ZCTA5 26743,1486,0,0
ZCTA5 26750,778,245,0.314910026
ZCTA5 26753,6049,18,0.002975698
ZCTA5 26755,845,0,0
ZCTA5 26757,6655,247,0.037114951
ZCTA5 26761,520,0,0
ZCTA5 26763,1458,0,0
ZCTA5 26764,4204,17,0.004043768
ZCTA5 26767,653,0,0
ZCTA5 26801,770,0,0
ZCTA5 26802,889,0,0
ZCTA5 26804,672,17,0.025297619
ZCTA5 26807,2710,68,0.025092251
ZCTA5 26808,813,0,0
ZCTA5 26810,454,0,0
ZCTA5 26812,1819,0,0
ZCTA5 26814,453,0,0
ZCTA5 26815,802,140,0.174563591
ZCTA5 26817,259,0,0
ZCTA5 26818,1029,167,0.162293489
ZCTA5 26823,141,0,0
ZCTA5 26833,2131,42,0.019709057
ZCTA5 26836,7080,597,0.084322034
ZCTA5 26845,885,0,0
ZCTA5 26847,6424,118,0.018368618
ZCTA5 26851,1550,4,0.002580645
ZCTA5 26852,742,1,0.001347709
ZCTA5 26855,564,0,0
ZCTA5 26865,210,0,0
ZCTA5 26866,697,6,0.008608321
ZCTA5 26884,707,2,0.002828854
ZCTA5 27006,14329,412,0.028752879
ZCTA5 27007,2550,6,0.002352941
ZCTA5 27009,3002,81,0.026982012
ZCTA5 27011,5201,312,0.059988464
ZCTA5 27012,28334,1683,0.059398602
ZCTA5 27013,5814,977,0.168042656
ZCTA5 27014,942,42,0.044585987
ZCTA5 27016,1339,20,0.01493652
ZCTA5 27017,9144,233,0.02548119
ZCTA5 27018,8204,86,0.010482691
ZCTA5 27019,3900,56,0.014358974
ZCTA5 27020,6205,64,0.010314263
ZCTA5 27021,17489,333,0.01904054
ZCTA5 27022,1103,0,0
ZCTA5 27023,12728,470,0.036926461
ZCTA5 27024,3205,8,0.0024961
ZCTA5 27025,10937,1419,0.129743074
ZCTA5 27027,4190,435,0.103818616
ZCTA5 27028,26465,1544,0.058341205
ZCTA5 27030,35575,1770,0.049754041
ZCTA5 27040,12519,1488,0.118859334
ZCTA5 27041,7951,190,0.023896365
ZCTA5 27042,606,186,0.306930693
ZCTA5 27043,6917,62,0.008963423
ZCTA5 27045,9552,2173,0.227491625
ZCTA5 27046,1771,41,0.023150762
ZCTA5 27047,1439,45,0.031271716
ZCTA5 27048,8423,884,0.10495073
ZCTA5 27050,3811,196,0.051430071
ZCTA5 27051,7641,1253,0.163983772
ZCTA5 27052,10383,981,0.094481364
ZCTA5 27053,3233,100,0.030931024
ZCTA5 27054,2725,281,0.103119266
ZCTA5 27055,13145,330,0.025104603
ZCTA5 27101,19713,8999,0.456500786
ZCTA5 27103,34688,6967,0.200847555
ZCTA5 27104,28402,4096,0.144215196
ZCTA5 27105,40134,24217,0.603403598
ZCTA5 27106,48709,12565,0.257960541
ZCTA5 27107,48000,14795,0.308229167
ZCTA5 27109,2661,505,0.189778279
ZCTA5 27110,2723,2062,0.75725303
ZCTA5 27127,40511,11994,0.296067735
ZCTA5 27201,66,0,0
ZCTA5 27203,20983,3250,0.15488729
ZCTA5 27205,34805,1204,0.034592731
ZCTA5 27207,3227,436,0.135110009
ZCTA5 27208,1721,14,0.008134805
ZCTA5 27209,4584,449,0.097949389
ZCTA5 27212,2196,1074,0.489071038
ZCTA5 27214,11825,3873,0.327526427
ZCTA5 27215,42331,7575,0.178946871
ZCTA5 27217,37099,11882,0.320278175
ZCTA5 27229,3484,596,0.171067738
ZCTA5 27231,2020,486,0.240594059
ZCTA5 27233,4096,125,0.030517578
ZCTA5 27235,4443,378,0.08507765
ZCTA5 27239,9562,0,0
ZCTA5 27242,1366,332,0.243045388
ZCTA5 27243,4369,725,0.165941863
ZCTA5 27244,16036,1542,0.096158643
ZCTA5 27248,3555,79,0.022222222
ZCTA5 27249,11882,1819,0.153088706
ZCTA5 27252,1669,309,0.185140803
ZCTA5 27253,30573,5436,0.177803945
ZCTA5 27258,7370,1232,0.167164179
ZCTA5 27260,25505,15729,0.616702607
ZCTA5 27262,24510,7056,0.287882497
ZCTA5 27263,21886,2897,0.132367724
ZCTA5 27265,51477,13046,0.253433572
ZCTA5 27278,26884,3057,0.113710757
ZCTA5 27281,3433,605,0.176230702
ZCTA5 27282,17090,3275,0.191632534
ZCTA5 27283,3194,148,0.046336882
ZCTA5 27284,55489,6408,0.115482348
ZCTA5 27288,23436,4698,0.200460829
ZCTA5 27291,1616,358,0.221534653
ZCTA5 27292,39360,5894,0.149745935
ZCTA5 27295,38255,1602,0.041876879
ZCTA5 27298,10925,850,0.077803204
ZCTA5 27299,6172,152,0.024627349
ZCTA5 27301,9358,2756,0.294507373
ZCTA5 27302,31280,6249,0.199776215
ZCTA5 27305,1624,861,0.530172414
ZCTA5 27306,6428,1990,0.309583074
ZCTA5 27310,7253,747,0.102991865
ZCTA5 27311,3521,815,0.231468333
ZCTA5 27312,20508,2371,0.115613419
ZCTA5 27313,6733,496,0.073667013
ZCTA5 27314,956,23,0.024058577
ZCTA5 27315,1763,310,0.175836642
ZCTA5 27316,8369,892,0.106583821
ZCTA5 27317,16169,816,0.050466943
ZCTA5 27320,38997,9446,0.242223761
ZCTA5 27325,7836,667,0.085119959
ZCTA5 27326,2900,582,0.200689655
ZCTA5 27330,40121,8809,0.219560828
ZCTA5 27332,30743,5715,0.185895976
ZCTA5 27340,43,0,0
ZCTA5 27341,4810,287,0.05966736
ZCTA5 27343,1772,673,0.37979684
ZCTA5 27344,19116,3371,0.176344424
ZCTA5 27349,5825,400,0.068669528
ZCTA5 27350,6412,45,0.007018091
ZCTA5 27355,2394,155,0.064745196
ZCTA5 27356,2759,63,0.02283436
ZCTA5 27357,8901,780,0.087630603
ZCTA5 27358,15028,344,0.022890604
ZCTA5 27360,45974,4916,0.106930004
ZCTA5 27370,14409,267,0.018530085
ZCTA5 27371,8431,1400,0.166053849
ZCTA5 27376,9802,1401,0.142930014
ZCTA5 27377,8612,1951,0.226544357
ZCTA5 27379,5246,2292,0.436904308
ZCTA5 27401,23388,15830,0.676842825
ZCTA5 27403,22867,6630,0.289937464
ZCTA5 27405,48879,27512,0.562859306
ZCTA5 27406,63199,36608,0.579249672
ZCTA5 27407,51900,16614,0.320115607
ZCTA5 27408,18323,1814,0.099001255
ZCTA5 27409,17223,5984,0.347442374
ZCTA5 27410,55707,8569,0.153822679
ZCTA5 27455,28791,5794,0.201243444
ZCTA5 27501,21055,2760,0.131085253
ZCTA5 27502,41455,2539,0.061247135
ZCTA5 27503,6377,2089,0.327583503
ZCTA5 27504,15593,1852,0.118771244
ZCTA5 27505,6943,1115,0.160593403
ZCTA5 27507,1930,312,0.161658031
ZCTA5 27508,1413,386,0.273177636
ZCTA5 27509,6070,2627,0.432784185
ZCTA5 27510,15117,1965,0.129986108
ZCTA5 27511,34078,4001,0.117407125
ZCTA5 27513,45542,3567,0.078323306
ZCTA5 27514,33208,3031,0.091273187
ZCTA5 27516,43036,4179,0.09710475
ZCTA5 27517,25355,2679,0.105659633
ZCTA5 27518,20102,1394,0.069346334
ZCTA5 27519,56482,4181,0.074023583
ZCTA5 27520,42387,8644,0.20393045
ZCTA5 27521,6366,495,0.077756833
ZCTA5 27522,12552,2255,0.179652645
ZCTA5 27523,12441,730,0.058676955
ZCTA5 27524,13675,1298,0.094917733
ZCTA5 27525,14819,4589,0.309670018
ZCTA5 27526,48581,5729,0.117926761
ZCTA5 27527,25337,2605,0.102814066
ZCTA5 27529,50683,12831,0.25316181
ZCTA5 27530,38940,15136,0.388700565
ZCTA5 27531,778,218,0.280205656
ZCTA5 27534,32492,10487,0.322756371
ZCTA5 27536,16522,10832,0.655610701
ZCTA5 27537,23736,9445,0.397918773
ZCTA5 27539,23970,2537,0.105840634
ZCTA5 27540,39675,4365,0.110018904
ZCTA5 27541,3915,235,0.060025543
ZCTA5 27542,9288,1775,0.191106804
ZCTA5 27544,5131,1810,0.352757747
ZCTA5 27545,28676,10955,0.382026782
ZCTA5 27546,21129,4700,0.222443088
ZCTA5 27549,26716,8492,0.317861955
ZCTA5 27551,1684,564,0.334916865
ZCTA5 27553,2725,1829,0.671192661
ZCTA5 27555,672,96,0.142857143
ZCTA5 27556,238,151,0.634453782
ZCTA5 27557,8205,1884,0.229616088
ZCTA5 27559,2622,358,0.136536995
ZCTA5 27560,35800,6305,0.176117318
ZCTA5 27562,2149,290,0.134946487
ZCTA5 27563,4270,2303,0.539344262
ZCTA5 27565,25127,10675,0.424841804
ZCTA5 27568,607,9,0.014827018
ZCTA5 27569,7993,774,0.09683473
ZCTA5 27571,7407,1687,0.227757527
ZCTA5 27572,7081,1068,0.150826154
ZCTA5 27573,11391,4807,0.421999824
ZCTA5 27574,14036,2874,0.204759191
ZCTA5 27576,18222,4493,0.24657008
ZCTA5 27577,26875,5835,0.217116279
ZCTA5 27581,4612,902,0.195576756
ZCTA5 27582,409,220,0.537897311
ZCTA5 27583,7073,1419,0.200622084
ZCTA5 27587,68491,8462,0.123549079
ZCTA5 27589,7938,4644,0.585034014
ZCTA5 27591,20562,4150,0.201828616
ZCTA5 27592,15972,2115,0.132419234
ZCTA5 27596,18043,2139,0.11855013
ZCTA5 27597,24691,5118,0.207282006
ZCTA5 27601,10525,5654,0.53719715
ZCTA5 27603,54457,11547,0.212038856
ZCTA5 27604,48494,16454,0.339299707
ZCTA5 27605,5990,401,0.066944908
ZCTA5 27606,47478,8545,0.179978095
ZCTA5 27607,28874,2421,0.08384706
ZCTA5 27608,11203,221,0.019726859
ZCTA5 27609,33575,5838,0.173879375
ZCTA5 27610,79924,51335,0.642297683
ZCTA5 27612,39989,4532,0.113331166
ZCTA5 27613,42324,3893,0.091980909
ZCTA5 27614,32849,3701,0.112667052
ZCTA5 27615,43950,6084,0.138430034
ZCTA5 27616,55128,20762,0.376614425
ZCTA5 27617,20281,4006,0.197524777
ZCTA5 27701,23112,9071,0.392480097
ZCTA5 27703,53733,25636,0.477099734
ZCTA5 27704,40392,20938,0.518369974
ZCTA5 27705,49508,8886,0.179486144
ZCTA5 27707,51414,19437,0.37804878
ZCTA5 27709,1152,229,0.198784722
ZCTA5 27712,21301,4333,0.20341768
ZCTA5 27713,54348,19874,0.36568043
ZCTA5 27801,20065,14629,0.729080488
ZCTA5 27803,17905,8224,0.459313041
ZCTA5 27804,29519,13721,0.464819269
ZCTA5 27805,4243,2211,0.521093566
ZCTA5 27806,2576,973,0.377717391
ZCTA5 27807,6604,794,0.120230164
ZCTA5 27808,2066,91,0.044046467
ZCTA5 27809,4747,2307,0.485991152
ZCTA5 27810,4045,1156,0.28578492
ZCTA5 27812,2686,1558,0.580044676
ZCTA5 27813,792,185,0.233585859
ZCTA5 27814,1947,835,0.42886492
ZCTA5 27816,2125,672,0.316235294
ZCTA5 27817,7614,1812,0.237982664
ZCTA5 27818,1699,825,0.485579753
ZCTA5 27819,249,141,0.56626506
ZCTA5 27820,2041,701,0.343459089
ZCTA5 27821,225,54,0.24
ZCTA5 27822,8225,1680,0.204255319
ZCTA5 27823,7950,6462,0.812830189
ZCTA5 27824,1797,506,0.281580412
ZCTA5 27825,46,7,0.152173913
ZCTA5 27826,924,564,0.61038961
ZCTA5 27827,59,52,0.881355932
ZCTA5 27828,9834,3995,0.406243644
ZCTA5 27829,1436,338,0.235376045
ZCTA5 27830,4547,1120,0.246316252
ZCTA5 27831,3381,2695,0.797101449
ZCTA5 27832,2868,1586,0.552998605
ZCTA5 27834,57258,31436,0.549023717
ZCTA5 27837,7075,1519,0.214699647
ZCTA5 27839,3479,2101,0.603909169
ZCTA5 27840,328,186,0.567073171
ZCTA5 27841,16,13,0.8125
ZCTA5 27842,1446,332,0.229598893
ZCTA5 27843,1053,647,0.614434948
ZCTA5 27844,2846,940,0.330288124
ZCTA5 27845,3192,1832,0.573934837
ZCTA5 27846,3096,768,0.248062016
ZCTA5 27847,649,477,0.734976888
ZCTA5 27849,1608,1322,0.822139303
ZCTA5 27850,7410,2381,0.321322537
ZCTA5 27851,5458,879,0.161048003
ZCTA5 27852,3061,797,0.260372427
ZCTA5 27853,591,248,0.41962775
ZCTA5 27855,6066,3715,0.612429937
ZCTA5 27856,17258,6213,0.360006953
ZCTA5 27857,1037,700,0.675024108
ZCTA5 27858,59182,11122,0.187928762
ZCTA5 27860,1663,259,0.155742634
ZCTA5 27861,44,44,1
ZCTA5 27862,727,301,0.414030261
ZCTA5 27863,12782,1746,0.136598341
ZCTA5 27864,4652,1978,0.425193465
ZCTA5 27865,1963,72,0.036678553
ZCTA5 27866,961,565,0.58792924
ZCTA5 27869,1705,1062,0.6228739
ZCTA5 27870,25497,10994,0.431187983
ZCTA5 27871,4293,2310,0.538085255
ZCTA5 27872,535,378,0.706542056
ZCTA5 27873,413,179,0.433414044
ZCTA5 27874,3837,2393,0.623664321
ZCTA5 27875,477,282,0.591194969
ZCTA5 27876,1218,785,0.644499179
ZCTA5 27878,2045,1468,0.717848411
ZCTA5 27879,316,170,0.537974684
ZCTA5 27880,3421,487,0.142356036
ZCTA5 27881,146,35,0.239726027
ZCTA5 27882,7972,2522,0.31635725
ZCTA5 27883,2850,989,0.347017544
ZCTA5 27884,1332,272,0.204204204
ZCTA5 27885,963,197,0.204569055
ZCTA5 27886,20280,10311,0.508431953
ZCTA5 27888,2261,729,0.322423706
ZCTA5 27889,26637,7224,0.271201712
ZCTA5 27890,2685,2178,0.811173184
ZCTA5 27891,5036,3391,0.673351867
ZCTA5 27892,14217,5457,0.383836252
ZCTA5 27893,39531,20805,0.526295818
ZCTA5 27896,20791,6230,0.299648887
ZCTA5 27897,1810,919,0.507734807
ZCTA5 27909,39551,14449,0.365325782
ZCTA5 27910,11691,7641,0.653579677
ZCTA5 27915,421,0,0
ZCTA5 27916,860,0,0
ZCTA5 27917,647,66,0.102009274
ZCTA5 27919,1035,208,0.200966184
ZCTA5 27920,1527,0,0
ZCTA5 27921,4750,811,0.170736842
ZCTA5 27922,687,425,0.618631732
ZCTA5 27923,827,49,0.059250302
ZCTA5 27924,3568,1805,0.50588565
ZCTA5 27925,4003,1464,0.365725706
ZCTA5 27926,1692,491,0.290189125
ZCTA5 27927,947,60,0.063357973
ZCTA5 27928,1717,490,0.285381479
ZCTA5 27929,1787,201,0.112479015
ZCTA5 27932,12129,4589,0.378349411
ZCTA5 27935,1879,482,0.256519425
ZCTA5 27936,953,0,0
ZCTA5 27937,4448,1499,0.337005396
ZCTA5 27938,1233,620,0.502838605
ZCTA5 27939,2862,248,0.08665269
ZCTA5 27941,424,4,0.009433962
ZCTA5 27942,658,283,0.430091185
ZCTA5 27943,460,0,0
ZCTA5 27944,11756,2832,0.240898265
ZCTA5 27946,1022,258,0.252446184
ZCTA5 27947,1259,92,0.073073868
ZCTA5 27948,11245,184,0.016362828
ZCTA5 27949,7648,58,0.007583682
ZCTA5 27950,2048,0,0
ZCTA5 27953,888,0,0
ZCTA5 27954,7938,769,0.096875787
ZCTA5 27956,549,31,0.056466302
ZCTA5 27957,1143,644,0.563429571
ZCTA5 27958,11354,619,0.054518231
ZCTA5 27959,2938,49,0.016678012
ZCTA5 27960,706,1,0.001416431
ZCTA5 27962,7696,3940,0.511954262
ZCTA5 27964,661,15,0.02269289
ZCTA5 27965,399,0,0
ZCTA5 27966,818,0,0
ZCTA5 27967,174,97,0.557471264
ZCTA5 27968,141,26,0.184397163
ZCTA5 27970,2446,1285,0.525347506
ZCTA5 27972,91,0,0
ZCTA5 27973,1205,76,0.063070539
ZCTA5 27974,1351,233,0.172464841
ZCTA5 27976,4129,416,0.100750787
ZCTA5 27978,184,0,0
ZCTA5 27979,1473,509,0.345553293
ZCTA5 27980,2018,378,0.187314172
ZCTA5 27981,1732,0,0
ZCTA5 27982,56,0,0
ZCTA5 27983,8502,5154,0.606210303
ZCTA5 27985,390,177,0.453846154
ZCTA5 27986,2362,1439,0.609229467
ZCTA5 28001,26557,3861,0.145385397
ZCTA5 28006,1116,22,0.019713262
ZCTA5 28007,720,645,0.895833333
ZCTA5 28009,1183,291,0.245984784
ZCTA5 28012,23830,2203,0.092446496
ZCTA5 28016,13405,1356,0.101156285
ZCTA5 28017,730,32,0.043835616
ZCTA5 28018,5234,77,0.014711502
ZCTA5 28019,0,0,#DIV/0!
ZCTA5 28020,2354,0,0
ZCTA5 28021,14408,1108,0.076901721
ZCTA5 28023,16129,785,0.048670097
ZCTA5 28025,54425,10486,0.19266881
ZCTA5 28027,68716,12603,0.183407067
ZCTA5 28031,28077,2486,0.088542223
ZCTA5 28032,3245,138,0.042526965
ZCTA5 28033,3132,79,0.025223499
ZCTA5 28034,17386,1863,0.107155182
ZCTA5 28036,18266,940,0.051461732
ZCTA5 28037,20619,335,0.016247151
ZCTA5 28039,82,37,0.451219512
ZCTA5 28040,7441,545,0.073242844
ZCTA5 28043,20339,2766,0.135994887
ZCTA5 28052,35169,12244,0.348147516
ZCTA5 28054,37876,9021,0.238171929
ZCTA5 28056,34373,3531,0.102725977
ZCTA5 28071,2667,143,0.053618298
ZCTA5 28072,1527,176,0.115258677
ZCTA5 28073,6541,1164,0.177954441
ZCTA5 28075,19099,3217,0.168438138
ZCTA5 28076,521,262,0.502879079
ZCTA5 28077,467,9,0.019271949
ZCTA5 28078,61043,7384,0.120963911
ZCTA5 28079,37694,3168,0.084045206
ZCTA5 28080,7857,368,0.046837215
ZCTA5 28081,28116,4951,0.176091905
ZCTA5 28083,25536,5742,0.224859023
ZCTA5 28086,25436,3990,0.156864287
ZCTA5 28088,2746,825,0.300436999
ZCTA5 28089,227,12,0.052863436
ZCTA5 28090,7820,1227,0.156905371
ZCTA5 28091,1975,642,0.325063291
ZCTA5 28092,40517,2985,0.073672779
ZCTA5 28097,6078,114,0.01875617
ZCTA5 28098,3632,595,0.163821586
ZCTA5 28101,970,0,0
ZCTA5 28102,95,0,0
ZCTA5 28103,11281,1983,0.175782289
ZCTA5 28104,31773,2132,0.067100998
ZCTA5 28105,46180,5245,0.113577306
ZCTA5 28107,8024,389,0.048479561
ZCTA5 28108,160,136,0.85
ZCTA5 28109,334,63,0.188622754
ZCTA5 28110,53733,7448,0.138611282
ZCTA5 28112,26831,4157,0.154932727
ZCTA5 28114,7475,369,0.049364548
ZCTA5 28115,37673,3313,0.087940966
ZCTA5 28117,40855,1780,0.043568719
ZCTA5 28119,2391,1444,0.603931409
ZCTA5 28120,21582,3039,0.140811788
ZCTA5 28124,5946,87,0.014631685
ZCTA5 28125,2421,0,0
ZCTA5 28127,7704,821,0.106568017
ZCTA5 28128,7519,1225,0.162920601
ZCTA5 28129,5416,262,0.048375185
ZCTA5 28133,2420,89,0.03677686
ZCTA5 28134,11037,3016,0.273262662
ZCTA5 28135,6245,2622,0.419855885
ZCTA5 28137,3181,139,0.043696951
ZCTA5 28138,10160,104,0.01023622
ZCTA5 28139,20467,1158,0.056578883
ZCTA5 28144,24858,10747,0.432335667
ZCTA5 28146,28420,1899,0.066819141
ZCTA5 28147,23495,3591,0.15284103
ZCTA5 28150,26965,8168,0.302911181
ZCTA5 28152,24523,5385,0.219589773
ZCTA5 28159,2959,1218,0.411625549
ZCTA5 28160,3825,1185,0.309803922
ZCTA5 28163,5275,270,0.051184834
ZCTA5 28164,15623,893,0.057159316
ZCTA5 28166,9651,1125,0.116568231
ZCTA5 28167,2732,548,0.200585652
ZCTA5 28168,10415,148,0.014210274
ZCTA5 28169,202,12,0.059405941
ZCTA5 28170,11187,6661,0.595423259
ZCTA5 28173,59559,4906,0.082372102
ZCTA5 28174,9496,2645,0.278538332
ZCTA5 28202,13498,3351,0.248259001
ZCTA5 28203,16655,2997,0.179945962
ZCTA5 28204,7199,1603,0.222669815
ZCTA5 28205,48798,13705,0.280851674
ZCTA5 28206,12036,8514,0.707377866
ZCTA5 28207,9986,343,0.034348087
ZCTA5 28208,40284,26959,0.669223513
ZCTA5 28209,23533,1861,0.07908044
ZCTA5 28210,48333,7702,0.159352823
ZCTA5 28211,31121,4863,0.156261046
ZCTA5 28212,47903,20725,0.432645137
ZCTA5 28213,43099,22448,0.520847351
ZCTA5 28214,42412,19010,0.448222201
ZCTA5 28215,62543,31244,0.499560303
ZCTA5 28216,49849,32822,0.658428454
ZCTA5 28217,30082,11419,0.379595772
ZCTA5 28226,39796,3244,0.08151573
ZCTA5 28227,57336,16610,0.289695828
ZCTA5 28244,0,0,#DIV/0!
ZCTA5 28262,43209,20021,0.463352542
ZCTA5 28269,77248,35614,0.46103459
ZCTA5 28270,36086,3984,0.110402926
ZCTA5 28273,41170,15717,0.381758562
ZCTA5 28277,72132,6883,0.095422281
ZCTA5 28278,29347,9648,0.328755921
ZCTA5 28280,0,0,#DIV/0!
ZCTA5 28282,0,0,#DIV/0!
ZCTA5 28301,16929,12474,0.736842105
ZCTA5 28303,29888,11100,0.37138651
ZCTA5 28304,36682,13881,0.378414481
ZCTA5 28305,5751,1577,0.27421318
ZCTA5 28306,42973,14157,0.329439415
ZCTA5 28307,17065,2945,0.172575447
ZCTA5 28308,588,102,0.173469388
ZCTA5 28310,7066,1074,0.151995471
ZCTA5 28311,35334,14930,0.422539197
ZCTA5 28312,19761,5980,0.302616264
ZCTA5 28314,58827,28579,0.485814337
ZCTA5 28315,13303,3164,0.237841088
ZCTA5 28318,4250,360,0.084705882
ZCTA5 28320,9233,1994,0.215964475
ZCTA5 28323,4207,1129,0.268362253
ZCTA5 28325,605,114,0.188429752
ZCTA5 28326,24217,3980,0.164347359
ZCTA5 28327,17013,1089,0.064009875
ZCTA5 28328,27372,7326,0.267645769
ZCTA5 28330,293,0,0
ZCTA5 28332,442,125,0.28280543
ZCTA5 28333,10902,4469,0.409924784
ZCTA5 28334,23410,5353,0.228662965
ZCTA5 28337,10574,3798,0.359182901
ZCTA5 28338,4718,1027,0.217676982
ZCTA5 28339,7432,2250,0.302744887
ZCTA5 28340,10075,3745,0.371712159
ZCTA5 28341,5047,1279,0.253417872
ZCTA5 28342,216,4,0.018518519
ZCTA5 28343,1457,579,0.397391901
ZCTA5 28344,3726,701,0.188137413
ZCTA5 28345,12003,4710,0.3924019
ZCTA5 28347,2187,922,0.421582076
ZCTA5 28348,35721,10191,0.285294365
ZCTA5 28349,2598,744,0.286374134
